Name,Owner,Existing/New,"Order
Date",PO Number,Status,"Delivery
Date",total,parsed_formula,adj_total,hardcoded_unit_price_calc,variable,value,unit_price,dollar_val
Apothecarium,0.0,Existing,0.0,0.0,Delivered,2/17/21,1261.5,"{'N': '9', 'R': '0.01', 'V': '0.01'}",1260.0,9.0,LL - wholesale 6pk,40.0,9.0,360.0
Nuwu,0.0,Existing,2/18/21,0.0,Delivered,2/19/21,768.0,"{'N': '8', 'R': '0.01', 'V': '0.01'}",768.0,8.0,LL - wholesale 6pk,32.0,8.0,256.0
The Source Henderson,0.0,Existing,0.0,0.0,Delivered,2/19/21,540.0,"{'N': '9', 'R': '0.01', 'V': '0.01'}",540.0,9.0,LL - wholesale 6pk,20.0,9.0,180.0
The Source Rainbow,0.0,Existing,0.0,0.0,Delivered,2/19/21,540.0,"{'N': '9', 'R': '0.01', 'V': '0.01'}",540.0,9.0,LL - wholesale 6pk,20.0,9.0,180.0
Las Vegas ReLeaf,0.0,New,2/17/21,0.0, Delivered ,2/22/21,2161.2,"{'N': '9', 'R': '0.01', 'V': '0.01'}",2160.0,9.0,LL - wholesale 6pk,80.0,9.0,720.0
Essence Durango,0.0,Existing,2/17/21,0.0, Delivered ,2/23/21,810.0,"{'N': '9', 'R': '0.01', 'V': '0.01'}",810.0,9.0,LL - wholesale 6pk,60.0,9.0,540.0
Essence Henderson,0.0,Existing,2/17/21,0.0, Delivered ,2/23/21,1098.0,"{'N': '9', 'R': '0.01', 'V': '0.01'}",1098.0,9.0,LL - wholesale 6pk,50.0,9.0,450.0
Essence Rainbow,0.0,Existing,2/17/21,0.0, Delivered ,2/23/21,450.0,"{'N': '9', 'R': '0.01', 'V': '0.01'}",450.0,9.0,LL - wholesale 6pk,20.0,9.0,180.0
Essence Strip,0.0,Existing,2/17/21,0.0, Delivered ,2/23/21,135.0,"{'N': '9', 'R': '0.01', 'V': '0.01'}",135.0,9.0,LL - wholesale 6pk,15.0,9.0,135.0
Essence Tropicana,0.0,Existing,2/17/21,0.0, Delivered ,2/23/21,513.0,"{'N': '9', 'R': '0.01', 'V': '0.01'}",513.0,9.0,LL - wholesale 6pk,45.0,9.0,405.0
Rise Carson City,0.0,Existing,2/17/21,0.0, Delivered ,2/24/21,1350.0,"{'N': '9', 'R': '0.01', 'V': '0.01'}",1350.0,9.0,LL - wholesale 6pk,55.0,9.0,495.0
Rise Spanish Springs,0.0,Existing,2/17/21,0.0, Delivered ,2/24/21,675.0,"{'N': '9', 'R': '0.01', 'V': '0.01'}",675.0,9.0,LL - wholesale 6pk,20.0,9.0,180.0
Apothecarium,0.0,Existing,2/26/21,0.0, Delivered ,3/2/21,1620.0,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",1620.0,9.0,LL - wholesale 6pk,60.0,9.0,540.0
The Dispensary Las Vegas,0.0,Existing,3/1/21,0.0, Delivered ,3/3/21,302.4,"{'N': '6.3', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",302.4,6.3,LL - wholesale 6pk,16.0,6.3,100.8
Mynt North,0.0,Existing,3/1/21,0.0, Delivered ,3/4/21,303.06,"{'N': '6.3', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",302.4,6.3,LL - wholesale 6pk,16.0,6.3,100.8
The Dispensary Reno,0.0,Existing,3/1/21,0.0, Delivered ,3/4/21,302.4,"{'N': '6.3', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",302.4,6.3,LL - wholesale 6pk,16.0,6.3,100.8
The Source Henderson,0.0,Existing,3/1/21,0.0,Delivered,3/4/21,540.0,"{'N': '9', 'R': '0.01', 'V': '0.01'}",540.0,9.0,LL - wholesale 6pk,20.0,9.0,180.0
The Source Rainbow,0.0,Existing,3/1/21,0.0,Delivered,3/4/21,540.0,"{'N': '9', 'R': '0.01', 'V': '0.01'}",540.0,9.0,LL - wholesale 6pk,20.0,9.0,180.0
Apothecarium,0.0,Existing,3/3/21,0.0, Delivered ,3/5/21,2700.0,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",2700.0,9.0,LL - wholesale 6pk,100.0,9.0,900.0
Essence Rainbow,0.0,Existing,3/2/21,0.0, Delivered ,3/5/21,990.0,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",990.0,9.0,LL - wholesale 6pk,35.0,9.0,315.0
Essence Henderson,0.0,Existing,3/2/21,0.0, Delivered ,3/8/21,1053.0,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",1053.0,9.0,LL - wholesale 6pk,32.0,9.0,288.0
Essence Durango,0.0,Existing,3/2/21,0.0, Delivered ,3/9/21,990.0,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",990.0,9.0,LL - wholesale 6pk,65.0,9.0,585.0
Essence Tropicana,0.0,Existing,3/2/21,0.0, Delivered ,3/9/21,918.0,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",918.0,9.0,LL - wholesale 6pk,32.0,9.0,288.0
Rise Carson City,0.0,Existing,3/2/21,0.0, Delivered ,3/10/21,1260.0,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",1260.0,9.0,LL - wholesale 6pk,75.0,9.0,675.0
Rise Spanish Springs,0.0,Existing,3/2/21,0.0, Delivered ,3/10/21,513.0,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",513.0,9.0,LL - wholesale 6pk,12.0,9.0,108.0
Thrive North Las Vegas,0.0,Existing,3/3/21,0.0, Delivered ,3/10/21,792.0,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",792.0,9.0,LL - wholesale 6pk,24.0,9.0,216.0
Pisos,0.0, New ,3/9/21,18540.0, Delivered ,3/12/21,326.11,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",325.0,9.027777777777779,LL - wholesale 6pk,12.0,9.0,108.0
The Dispensary Henderson,0.0, Existing ,3/9/21,18534.0, Delivered ,3/12/21,1080.0,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",1080.0,9.0,LL - wholesale 6pk,40.0,9.0,360.0
Apothecarium,0.0, Existing ,3/10/21,18935.0, Delivered ,3/15/21,1620.0,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",1620.0,9.0,LL - wholesale 6pk,60.0,9.0,540.0
Thrive Southern Highlands,0.0,Existing,3/9/21,18536.0, Delivered ,3/15/21,541.08,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",540.0,9.0,LL - wholesale 6pk,60.0,9.0,540.0
The Source Henderson,0.0,Existing,3/10/21,18635.0,Delivered,3/18/21,540.0,"{'N': '9', 'R': '0.01', 'V': '0.01'}",540.0,9.0,LL - wholesale 6pk,20.0,9.0,180.0
The Source Rainbow,0.0,Existing,3/10/21,18631.0,Delivered,3/18/21,540.0,"{'N': '9', 'R': '0.01', 'V': '0.01'}",540.0,9.0,LL - wholesale 6pk,20.0,9.0,180.0
Jardin,0.0, Existing ,3/9/21,18592.0, Delivered ,3/22/21,2471.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",2471.0,15.941935483870967,LL - wholesale 6pk,65.0,9.0,585.0
MedMen Spring Valley,0.0, Existing ,3/15/21,18541.0, Delivered ,3/22/21,603.0,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",603.0,30.15,LL - wholesale 6pk,20.0,9.0,180.0
Jenny's Dispensary North Las Vegas,0.0,Existing,3/15/21,18563.0, Delivered ,3/23/21,2495.72,"{'N': '9', 'W': '3', 'Y': '7', 'R': '0.01', 'V': '0.01'}",2495.72,45.37672727272727,LL - wholesale 6pk,25.0,9.0,225.0
Thrive Reno,0.0, Existing ,3/17/21,18716.0, Delivered ,3/24/21,1044.0,"{'N': '9', 'X': '0.01', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",1044.0,9.0,LL - wholesale 6pk,48.0,9.0,432.0
Apothecary Shoppe,0.0, Existing ,3/22/21,18729.0, Delivered ,3/26/21,1296.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",1296.0,9.0,LL - wholesale 6pk,48.0,9.0,432.0
Pisos,0.0, Existing ,3/22/21,18731.0, Delivered ,3/26/21,744.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",744.0,15.5,LL - wholesale 6pk,16.0,9.0,144.0
Essence Durango,0.0, Existing ,3/18/21,18620.0, Delivered ,3/29/21,1350.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",1350.0,9.0,LL - wholesale 6pk,85.0,9.0,765.0
Essence Henderson,0.0, Existing ,3/18/21,18622.0, Delivered ,3/29/21,1170.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",1170.0,9.0,LL - wholesale 6pk,75.0,9.0,675.0
Essence Rainbow,0.0, Existing ,3/18/21,18621.0, Delivered ,3/29/21,816.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",816.0,9.066666666666666,LL - wholesale 6pk,45.0,9.0,405.0
Essence Tropicana,0.0, Existing ,3/18/21,18624.0, Delivered ,3/29/21,882.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",882.0,9.0,LL - wholesale 6pk,38.0,9.0,342.0
Jardin,0.0,Existing,3/23/21,18615.0, Delivered ,3/29/21,666.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",666.0,5.123076923076923,LL - wholesale 6pk,40.0,9.0,360.0
Mynt Downtown,0.0, Existing ,3/19/21,18735.0, Delivered ,3/29/21,630.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",630.0,9.0,LL - wholesale 6pk,30.0,9.0,270.0
Mynt Downtown,0.0, Existing ,3/19/21,18735.0, Delivered ,3/29/21,302.4,"{'N': '6.3', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",302.4,6.3,LL - wholesale 6pk,16.0,6.3,100.8
Mynt North,0.0, Existing ,3/19/21,18734.0, Delivered ,3/29/21,270.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",270.0,9.0,LL - wholesale 6pk,30.0,9.0,270.0
Mynt North,0.0, Existing ,3/19/21,18734.0, Delivered ,3/29/21,302.4,"{'N': '6.3', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",302.4,6.3,LL - wholesale 6pk,16.0,6.3,100.8
Apothecarium,0.0, Existing ,3/19/21,18645.0, Delivered ,3/30/21,1512.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",1512.0,9.0,LL - wholesale 6pk,56.0,9.0,504.0
The Dispensary Las Vegas,0.0, Existing ,3/19/21,18733.0, Delivered ,3/30/21,945.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",945.0,9.0,LL - wholesale 6pk,40.0,9.0,360.0
The Dispensary Las Vegas,0.0, Existing ,3/19/21,18733.0, Delivered ,3/30/21,201.6,"{'N': '6.3', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",201.6,6.3,LL - wholesale 6pk,16.0,6.3,100.8
The Dispensary Reno,0.0, Existing ,3/19/21,18736.0, Delivered ,3/30/21,1080.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",1080.0,9.0,LL - wholesale 6pk,40.0,9.0,360.0
The Dispensary Reno,0.0, Existing ,3/19/21,18736.0, Delivered ,3/30/21,302.4,"{'N': '6.3', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",302.4,6.3,LL - wholesale 6pk,16.0,6.3,100.8
The Source Henderson,0.0, Existing ,3/24/21,18742.0, Delivered ,3/30/21,1094.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",1094.0,12.155555555555555,LL - wholesale 6pk,30.0,9.0,270.0
The Source Rainbow,0.0, Existing ,3/24/21,18741.0, Delivered ,3/30/21,824.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",824.0,13.733333333333333,LL - wholesale 6pk,20.0,9.0,180.0
The Source Reno,0.0, Existing ,3/24/21,18741.0, Delivered ,3/30/21,682.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",682.0,11.366666666666667,LL - wholesale 6pk,20.0,9.0,180.0
Inyo,0.0,Existing,3/26/21,18730.0, Delivered ,3/31/21,540.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",540.0,9.0,LL - wholesale 6pk,20.0,9.0,180.0
Las Vegas ReLeaf,0.0,Existing,3/23/21,18613.0, Delivered ,3/31/21,1080.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",1080.0,9.0,LL - wholesale 6pk,40.0,9.0,360.0
NuWu,0.0, Existing ,3/23/21,18744.0, Delivered ,3/31/21,1296.0,"{'N': '8', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",1296.0,9.0,LL - wholesale 6pk,48.0,8.0,384.0
NuWu North,0.0, Existing ,3/23/21,18743.0, Delivered ,3/31/21,576.0,"{'N': '8', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",576.0,8.0,LL - wholesale 6pk,24.0,8.0,192.0
Thrive West Sahara,0.0, Existing ,3/22/21,18616.0, Delivered ,3/31/21,864.0,"{'N': '9', 'X': '3', 'Z': '7', 'R': '0.01', 'V': '0.01', 'AD': '0.01'}",864.0,9.0,LL - wholesale 6pk,24.0,9.0,216.0
Apothecarium,Team,New,0.0,0.0,Delivered,7/20/20,2019.24,"{'N': '12', 'R': '0.01', 'V': '0.01'}",2016.0,12.0,BOC - wholesale 6pk,56.0,12.0,672.0
Essence Durango,Team,New,0.0,0.0,Delivered,7/21/20,1298.04,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1296.0,12.0,BOC - wholesale 6pk,36.0,12.0,432.0
Essence Henderson,Team,New,0.0,0.0,Delivered,7/21/20,2019.48,"{'N': '12', 'R': '0.01', 'V': '0.01'}",2016.0,12.0,BOC - wholesale 6pk,56.0,12.0,672.0
Essence Rainbow,Team,New,0.0,0.0,Delivered,7/21/20,1298.28,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1296.0,12.0,BOC - wholesale 6pk,36.0,12.0,432.0
Essence Strip,Team,New,0.0,0.0,Delivered,7/21/20,1298.28,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1296.0,12.0,BOC - wholesale 6pk,36.0,12.0,432.0
Essence Tropicana,Team,New,0.0,0.0,Delivered,7/21/20,1443.0,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1440.0,12.0,BOC - wholesale 6pk,40.0,12.0,480.0
MedMen Paradise,Team,New,0.0,0.0,Delivered,7/22/20,4036.44,"{'N': '12', 'R': '0.01', 'V': '0.01'}",4032.0,12.0,BOC - wholesale 6pk,112.0,12.0,1344.0
MedMen Spring Valley,Team,New,0.0,0.0,Delivered,7/22/20,4035.96,"{'N': '12', 'R': '0.01', 'V': '0.01'}",4032.0,12.0,BOC - wholesale 6pk,112.0,12.0,1344.0
MedMen DTLV,Team,New,0.0,0.0,Delivered,7/24/20,4035.84,"{'N': '12', 'R': '0.01', 'V': '0.01'}",4032.0,12.0,BOC - wholesale 6pk,112.0,12.0,1344.0
Apothecarium,Team,Existing,0.0,0.0,Delivered,8/4/20,720.6,"{'N': '12', 'R': '0.01', 'V': '0.01'}",720.0,12.0,BOC - wholesale 6pk,60.0,12.0,720.0
Rise Carson City,Team,New,0.0,0.0,Delivered,8/5/20,1442.16,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1440.0,12.0,BOC - wholesale 6pk,40.0,12.0,480.0
Rise Spanish Springs,Team,New,0.0,0.0,Delivered,8/5/20,1297.56,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1296.0,12.0,BOC - wholesale 6pk,36.0,12.0,432.0
Apothecarium,Team,Existing,0.0,0.0,Delivered,8/26/20,540.45,"{'N': '12', 'R': '0.01', 'V': '0.01'}",540.0,12.0,BOC - wholesale 6pk,30.0,12.0,360.0
Essence Durango,Team,Existing,0.0,0.0,Delivered,8/26/20,912.0,"{'N': '12', 'R': '0.01', 'V': '0.01'}",912.0,12.0,BOC - wholesale 6pk,24.0,12.0,288.0
Essence Rainbow,Team,Existing,0.0,0.0,Delivered,8/26/20,1296.0,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1296.0,12.0,BOC - wholesale 6pk,36.0,12.0,432.0
Apothecarium,Tyler,Existing,0.0,0.0,Delivered,9/3/20,720.6,"{'N': '12', 'R': '0.01', 'V': '0.01'}",720.0,12.0,BOC - wholesale 6pk,20.0,12.0,240.0
The Apothecary Shoppe,Christy,New,0.0,0.0,Delivered,9/14/20,1009.8,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1008.0,12.0,BOC - wholesale 6pk,28.0,12.0,336.0
Shango,Tyler,New,0.0,0.0,Delivered,9/16/20,361.35,"{'N': '12', 'R': '0.01', 'V': '0.01'}",360.0,12.0,BOC - wholesale 6pk,10.0,12.0,120.0
Apothecarium,Tyler,Existing,0.0,0.0,Delivered,9/18/20,720.84,"{'N': '12', 'R': '0.01', 'V': '0.01'}",720.0,12.0,BOC - wholesale 6pk,40.0,12.0,480.0
Essence Durango,Christy,Existing,0.0,0.0,Delivered,9/21/20,1382.64,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",1382.4,9.600000000000001,BOC - wholesale 6pk,48.0,9.6,460.79999999999995
Essence Henderson,Tyler,Existing,0.0,0.0,Delivered,9/21/20,921.84,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",921.6,9.6,BOC - wholesale 6pk,36.0,9.6,345.59999999999997
Essence Rainbow,Christy,Existing,0.0,0.0,Delivered,9/21/20,1267.44,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",1267.2,9.6,BOC - wholesale 6pk,48.0,9.6,460.79999999999995
Essence Tropicana,Tyler,Existing,0.0,0.0,Delivered,9/21/20,461.04,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",460.8,9.6,BOC - wholesale 6pk,24.0,9.6,230.39999999999998
Green Cross,Kimberly,New,0.0,0.0,Delivered,9/21/20,216.24,"{'N': '12', 'R': '0.01', 'V': '0.01'}",216.0,12.0,BOC - wholesale 6pk,6.0,12.0,72.0
Silver State Relief Sparks,Kimberly,New,0.0,0.0,Delivered,9/24/20,3603.36,"{'N': '12', 'R': '0.01', 'V': '0.01'}",3600.0,12.0,BOC - wholesale 6pk,100.0,12.0,1200.0
Silver State Relief Fernley,Kimberly,New,0.0,0.0,Delivered,9/24/20,1801.86,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1800.0,12.0,BOC - wholesale 6pk,50.0,12.0,600.0
The Apothecary Shoppe,Christy,Existing,0.0,0.0,Delivered,9/25/20,1008.96,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1008.0,12.0,BOC - wholesale 6pk,56.0,12.0,672.0
Inyo,Kimberly,New,0.0,0.0,Delivered,9/28/20,3459.84,"{'N': '12', 'R': '0.01', 'V': '0.01'}",3456.0,12.0,BOC - wholesale 6pk,96.0,12.0,1152.0
Vegas Treehouse,Tyler,New,0.0,0.0,Delivered,9/28/20,361.2,"{'N': '12', 'R': '0.01', 'V': '0.01'}",360.0,12.0,BOC - wholesale 6pk,10.0,12.0,120.0
Thrive North Las Vegas,Kimberly,New,0.0,0.0,Delivered,9/29/20,720.96,"{'N': '12', 'R': '0.01', 'V': '0.01'}",720.0,12.0,BOC - wholesale 6pk,20.0,12.0,240.0
Thrive Southern Highlands,Kimberly,New,0.0,0.0,Delivered,9/29/20,720.96,"{'N': '12', 'R': '0.01', 'V': '0.01'}",720.0,12.0,BOC - wholesale 6pk,20.0,12.0,240.0
NuWu,Tyler,New,0.0,0.0,Delivered,9/30/20,2018.76,"{'N': '12', 'R': '0.01', 'V': '0.01'}",2016.0,12.0,BOC - wholesale 6pk,56.0,12.0,672.0
ShowGrow,Tyler,New,0.0,0.0,Delivered,9/30/20,1803.18,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1800.0,12.0,BOC - wholesale 6pk,50.0,12.0,600.0
Thrive Reno,Kimberly,New,0.0,0.0,Delivered,9/30/20,720.96,"{'N': '12', 'R': '0.01', 'V': '0.01'}",720.0,12.0,BOC - wholesale 6pk,20.0,12.0,240.0
Essence Henderson,Tyler,Existing,0.0,0.0,Delivered,10/1/20,921.72,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",921.6,9.6,BOC - wholesale 6pk,30.0,9.6,288.0
Essence Rainbow,Christy,Existing,0.0,0.0,Delivered,10/1/20,1795.32,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",1795.2,9.6,BOC - wholesale 6pk,72.0,9.6,691.1999999999999
Essence Strip,Tyler,Existing,0.0,0.0,Delivered,10/1/20,806.52,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",806.4,9.6,BOC - wholesale 6pk,40.0,9.6,384.0
Essence Tropicana,Tyler,Existing,0.0,0.0,Delivered,10/1/20,614.52,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",614.4,9.6,BOC - wholesale 6pk,26.0,9.6,249.6
Wallflower,Tyler,New,0.0,0.0,Delivered,10/1/20,601.34,"{'N': '12', 'R': '0.01', 'V': '0.01'}",600.0,12.0,BOC - wholesale 6pk,18.0,12.0,216.0
Apothecarium,Tyler,Existing,0.0,0.0,Delivered,10/2/20,720.72,"{'N': '12', 'R': '0.01', 'V': '0.01'}",720.0,12.0,BOC - wholesale 6pk,40.0,12.0,480.0
Rise Carson City,Kimberly,Existing,0.0,0.0,Delivered,10/2/20,825.72,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",825.6,9.6,BOC - wholesale 6pk,36.0,9.6,345.59999999999997
Rise Spanish Springs,Kimberly,Existing,0.0,0.0,Delivered,10/2/20,518.52,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",518.4,9.6,BOC - wholesale 6pk,54.0,9.6,518.4
Silver Sage Wellness,Kimberly,New,0.0,0.0,Delivered,10/5/20,865.68,"{'N': '12', 'R': '0.01', 'V': '0.01'}",864.0,12.0,BOC - wholesale 6pk,24.0,12.0,288.0
Green Cross,Kimberly,Existing,0.0,0.0,Delivered,10/9/20,216.66,"{'N': '12', 'R': '0.01', 'V': '0.01'}",216.0,12.0,BOC - wholesale 6pk,6.0,12.0,72.0
Vegas Treehouse,Tyler,Existing,0.0,0.0,Delivered,10/9/20,360.3,"{'N': '12', 'R': '0.01', 'V': '0.01'}",360.0,12.0,BOC - wholesale 6pk,10.0,12.0,120.0
Exhale,Kimberly,New,0.0,0.0,Delivered,10/12/20,756.75,"{'N': '12', 'R': '0.01', 'V': '0.01'}",756.0,12.0,BOC - wholesale 6pk,21.0,12.0,252.0
Shango,Tyler,Existing,0.0,0.0,Delivered,10/12/20,360.3,"{'N': '12', 'R': '0.01', 'V': '0.01'}",360.0,12.0,BOC - wholesale 6pk,10.0,12.0,120.0
Essence Durango,Christy,Existing,0.0,0.0,Delivered,10/13/20,1267.2,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",1267.2,9.6,BOC - wholesale 6pk,36.0,9.6,345.59999999999997
Essence Henderson,Tyler,Existing,0.0,0.0,Delivered,10/13/20,460.8,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",460.8,9.6,BOC - wholesale 6pk,24.0,9.6,230.39999999999998
Essence Tropicana,Tyler,Existing,0.0,0.0,Delivered,10/13/20,460.8,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",460.8,9.6,BOC - wholesale 6pk,24.0,9.6,230.39999999999998
Apothecarium,Tyler,Existing,0.0,0.0,Delivered,10/15/20,1320.12,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1320.0,12.0,BOC - wholesale 6pk,50.0,12.0,600.0
Vegas Treehouse,Tyler,Existing,0.0,0.0,Delivered,10/21/20,900.12,"{'N': '12', 'R': '0.01', 'V': '0.01'}",900.0,12.0,BOC - wholesale 6pk,30.0,12.0,360.0
Jenny's Dispensary North Las Vegas,Christy,New,0.0,0.0,Delivered,10/22/20,1441.44,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1440.0,12.0,BOC - wholesale 6pk,40.0,12.0,480.0
The Apothecary Shoppe,Christy,Existing,0.0,0.0,Delivered,10/26/20,2016.24,"{'N': '12', 'R': '0.01', 'V': '0.01'}",2016.0,12.0,BOC - wholesale 6pk,84.0,12.0,1008.0
Apothecarium,Tyler,Existing,0.0,0.0,Delivered,10/28/20,1008.42,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1008.0,12.0,BOC - wholesale 6pk,28.0,12.0,336.0
Mynt Downtown,Tyler,New,0.0,0.0,Delivered,10/28/20,2026.05,"{'N': '9', 'R': '0.01', 'V': '0.01'}",2025.0,9.0,BOC - wholesale 6pk,75.0,9.0,675.0
Mynt North,Tyler,New,0.0,0.0,Delivered,10/28/20,2026.05,"{'N': '9', 'R': '0.01', 'V': '0.01'}",2025.0,9.0,BOC - wholesale 6pk,75.0,9.0,675.0
NuWu,Tyler,Existing,0.0,0.0,Delivered,10/28/20,2641.5,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",2640.0,9.6,BOC - wholesale 6pk,125.0,9.6,1200.0
The Dispensary Reno,Tyler,New,0.0,0.0,Delivered,10/28/20,2026.05,"{'N': '9', 'R': '0.01', 'V': '0.01'}",2025.0,9.0,BOC - wholesale 6pk,75.0,9.0,675.0
Essence Durango,Christy,Existing,0.0,0.0,Delivered,10/29/20,1497.6,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",1497.6,9.6,BOC - wholesale 6pk,72.0,9.6,691.1999999999999
Essence Rainbow,Christy,Existing,0.0,0.0,Delivered,10/29/20,230.4,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",230.4,9.6,BOC - wholesale 6pk,12.0,9.6,115.19999999999999
Essence Tropicana,Tyler,Existing,0.0,0.0,Delivered,10/29/20,345.6,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",345.6,9.600000000000001,BOC - wholesale 6pk,12.0,9.6,115.19999999999999
MedMen DTLV,Christy,Existing,0.0,0.0,Delivered,10/29/20,720.12,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",720.0,9.6,BOC - wholesale 6pk,25.0,9.6,240.0
MedMen Paradise,Christy,Existing,0.0,0.0,Delivered,10/29/20,2880.0,"{'N': '9.6', 'R': '0.01', 'V': '0.01'}",2880.0,9.6,BOC - wholesale 6pk,100.0,9.6,960.0
ShowGrow,Tyler,Existing,0.0,0.0,Delivered,10/29/20,1801.5,"{'N': '12', 'R': '0.01', 'V': '0.01'}",1800.0,12.0,BOC - wholesale 6pk,50.0,12.0,600.0
